publisher,count
"bitComposer Games, Viva Media, Nordic Games, Ice-Pick Lodge",1
Absorbed Studios,1
Giant Army,1
Borokai Studio,1
Solid Patterns,1
Colibri Games,1
Green Moss Game,1
DimleTeam,1
Dark Energy Digital Ltd.,1
Paper Cult,1
Tencent Games,1
NinjaBee,1
Vanguard Entertainment Group,1
CodeBullet,1
"Acoustica, Inc.",1
Relentless Software,1
Tlakali Game Studio,1
Apar Games,1
Gabhel Studios,1
Toka Loka Games,1
Firebase Industries Ltd.,1
Triskelia Games,1
JUDOBABY INC.,1
Reason Generator Inc.,1
Aeon Dream Studios,1
"Campo Santo, Panic Inc.",1
"Panic Inc., Campo Santo",1
HandyGames,1
Barnyard Intelligence Games,1
Buka Development,1
ChessBase GmbH,1
Indietopia,1
Yellow Bun,1
Anarkis Gaming,1
Simply Squared,1
Jochen Mistiaen,1
One Legged Seagull,1
Anticto,1
"BrainCraft Gaming, FlynnFour Games",1
2Brains Games,1
Kevin Jess Horton,1
CydoniaGate,1
Lorestrome,1
Peltast Software,1
Pelikan13,1
Flaming Pumpkin Ltd,1
Thomas Happ Games LLC,1
Tiny Utopia,1
Angry Cat Ltd.,1
Wreck Tangle Games,1
AGC,1
RAC7 Games,1
Carmine T. Guida,1
Ore Creative LLC,1
Thomas Moon Kang,1
Immersive Douro,1
Blooming Buds Studio,1
INSTEAD Community,1
"John Bardinelli, Nooskewl",1
Blacklight Interactive,1
LemonOrange,1
Kenney,1
Skarond,1
Sorath,1
Team2Bit,1
Regimental Chess Inc.,1
Naps Team,1
Da Picky Monkey,1
Binary Cocoa,1
Happy Polygon,1
undef,1
Coredumping,1
"Disney Interactive, Lucasfilm, LucasArts",1
Bare Mettle Entertainment,1
Bigzur Games,1
Koga Tech Limited,1
Curious Planet,1
Dénis Múrias,1
Enormous Elk,1
Craig Gibbs,1
Crazy Monkey Studios,1
RGCD.DEV LTD,1
"Close Studios, Beach Interactive",1
DarkStar Games,1
Exquisite Games,1
Queen Bee Games,1
BDG Studios,1
Inane Games,1
Digitallion,1
Godot Engine,1
Questtracers,1
Kindermann Corp.,1
Robotronic Games,1
DGform,1
PigelPix,1
Handsome Dragon Games,1
Crowbar Collective,1
"DeXP, MyLifeGame.RU",1
Wube Software LTD.,1
Shield Break Studios,1
VolumeUp Studios,1
EuroVideo Medien GmbH,1
Uncaged Studios,1
Allen Dayan,1
Interama - Interactive Technology,1
JetDogs Studios,1
Stuffed Castle Studios,1
2020 Venture,1
"Wicked Fun, Inc.",1
"Strashiner Studios, Nusa Capital INA, Enterbrain",1
Dark Amber Softworks,1
Tekitown,1
xdub.ru,1
"Andrés Calva, Luis Calva",1
Solo Instinct,1
Ground Up Games Pty Ltd ®,1
Hellscape Games,1
MichaelArts,1
Retronic Games,1
Astra Game Studio,1
Whalenought Studios,1
Martin Veilleux,1
Chewa,1
Untouch,1
Orbital Knight,1
DropDGames,1
indiemaatheus,1
Kursed Studios,1
Forcequitapplicatons,1
Daniel Wright,1
Solidplasma,1
Playtap Games,1
SMD Gaming Studio,1
AlikArt Studio,1
webgames,1
ToMorning Productions,1
Hellbent Games,1
Tiny Colossus,1
Orlyapps,1
Stone Pixel Games LLC,1
Anti Crunch Studios,1
Shadebob Games,1
Screeching Wizard,1
BIT-GEN,1
Millia Soft,1
"FAT BOMB STUDIOS, LLC",1
S Houben,1
PIXELBUG,1
cybercritics,1
Three Prong Productions,1
Jordan Sendar,1
Scarlet String Studios,1
"Deck13, WhisperGames, DANGEN Entertainment, Mayflower Entertainment",1
Monogon Games,1
Explosive LLC,1
benmakesgames.com,1
UFO Crash Games,1
pho,1
Pugsley LLC,1
"Midnight Oil Games, LLC",1
"Playful Art, LLC",1
Basaltic studio,1
Raphael Gervaise,1
Netmarble Games,1
Studio Puffer LLC,1
Deion Mobile,1
Yume Creations,1
SnoutUp,1
Mail.ru,1
Beast Mode Games,1
Lohika Games,1
Project tranquil,1
Gamevial,1
Those Awesome Guys,1
"Axis Game Factory, Inc.",1
Awfully Nice Studios,1
Bandai Namco Entertainment,1
Swinfjord-Games,1
Svajūnas Žemaitis,1
Ludomo Gamestudio,1
Pixel Prophecy,1
Maya Gameworks,1
Zandel Media,1
My64K,1
Armor Games,1
Egamea Game Studios,1
Bromoco Games,1
Locojoy,1
Wiseman Softworks,1
Soul Forge,1
Z3roram Studios,1
John Cullen,1
Thomas Konkol,1
Red Nettle Studio,1
RetroEpic Software,1
[OneManBand],1
Conflux Games,1
"RCTO Productions, Atari",1
LucasGame,1
Rubycone,1
dsquare,1
Ninja Robot Dinosaur,1
Clever-Plays,1
Erosa Games,1
Asteristic Game Studio,1
Last Life Games,1
Toasty Games,1
Evan Tognotti,1
VLLADGET,1
chickeninthecornstudio,1
Arctic Hazard Game Studio a/s,1
Noetic Games,1
Farlight Games Industry,1
"Automata Source, Potassium Frog",1
Senshi.Labs,1
Great Cogs,1
Benji Bananas,1
SIEIDI Ltd,1
Trite Games,1
OpenXcell Studio,1
Hunter Gatherer Games,1
Nerve Software LLC,1
Limevision Studios,1
Kikiwik Games,1
Charlie Evans,1
Matthew Coyle,1
Kiemura Ltd,1
Magnetic Studio,1
Self-Publish,1
AV media lab,1
"CharlieH, Atriagames",1
Theory Georgiou,1
"KISS ltd, Phoenix Studio",1
Cool Mini or Not,1
Lunar Labs,1
vidiludi games and entertainment,1
3100 games,1
Rotateam,1
Stubborn Horse Studios,1
JE Software,1
IllusoryWorldEntertainment,1
WJLE GAME,1
Fluffy Kitten Studios,1
Enzo Whyte,1
Rainssong,1
Wyse Games,1
Ignishot,1
Peaks,1
Dinofarm Games,1
Ironcode Gaming,1
Moonradish Inc.,1
Leveled Games,1
Eyemobi Ltd.,1
INNOTEG LLC,1
Here Be Dragonz,1
XPAGAME,1
Snowrunner Games,1
Trapdoor Games,1
"BANDAI NAMCO Entertainment, United Independent Entertainment GmbH",1
Etter Studio,1
Moon Pub Games,1
Cylne,1
"Brainchild, Owl Cave",1
Katapult,1
Jack Twin,1
pointfiveteam,1
Ant Workshop Ltd,1
iNK Stories,1
"Metaware Limited, LLC",1
"Pieces Interactive, THQ Nordic",1
Blake Fix,1
irritatingFLY studio,1
Ross Edgar,1
Sickware Studios,1
Batu Games LLC,1
SDEnterNet,1
Outer Grid Games LLC,1
Artisiti,1
Snapjaw Games GmbH,1
Peter Hann,1
Immortal Game Studio,1
Cannibal Interactive,1
EQGames,1
Henchman &amp; Goon,1
"Evilized productions, Different donut",1
Vertigo Games,1
"LucasArts, Lucasfim, Disney Interactive",1
MiniBoss,1
"Studio 48, Fomochkina Margarita",1
Puppet Arcade,1
NEW AUDIO TECHNOLOGY,1
LionSword,1
WALLOOK,1
Garden Knight Games,1
Advent RPG,1
Daybreak Games,1
"FLOW IT, LLC",1
Vishnu Vadakke Pariyarath,1
Dumb and Fat Games,1
Pixel Maverick Games,1
Mixed In Key,1
Bloodwolf Studio,1
Jerome Bodin,1
SmoleVN,1
Valiant Interactive,1
Bluish-Green Games Inc.,1
"GCE, LLC",1
"Vladimir Slav, Coldwild Games",1
Fat Loot Games,1
Modern Paradise Media Inc.,1
Halfbus,1
NewWorldCoders,1
ClickShake Games LLC,1
Private Division,1
"Orbital Speed Studio Co.,Ltd.",1
TinyAtomGames,1
Lacuna Corporation,1
Spider Key Games,1
FX Interactive,1
Altfuture,1
Ysty Games,1
30/30,1
Grzegorz Slazinski,1
Oscar Brittain,1
Webber Games,1
Diego Rodrigues,1
"Tripwire Interactive, LLC",1
"KintoGames, Dolores Entertainment",1
Poorwill Games,1
Blaze Gamers,1
Dewdrop Games,1
Labory,1
BernhardM,1
Gnomic Studios,1
cupholder,1
WOLCEN Studio,1
Retro Yeti Games,1
"Microids Indie, Microids",1
Circle Five Studios,1
Gaming Corps AB,1
"White Giant RPG Studios, LLC",1
Eglathia Games,1
"Mi-Clos Studio, WhisperGames",1
Vertical Skull Games,1
"Dumativa Creative Studio, Castro Brothers",1
Titan Forged Games,1
JAMgames,1
Games For Tutti,1
LDC Studios,1
TB Games,1
Shoor Games,1
Sir Bedlam Productions,1
"Silverware Games, Inc.",1
Little Games Company,1
Convex,1
Michael Hall,1
Daisy Maze Games,1
Black Mist Studios,1
Thomas Christof,1
Pixelated Cupcake,1
TEN TIULENYA team,1
Greeny Games Studio,1
Pirate-Rob,1
Osaris Games,1
Heathen Engineering,1
blizzy Games,1
Baller industries,1
Peculiar Games,1
Pump Action Games,1
Still Games,1
Pixelz Games,1
Zero Dollarz,1
Marxnet,1
"Edmund McMillen, James Id",1
NAMI TENTOU,1
IMakeGames,1
"34BigThings srl, Digital Tribe",1
TaxSoft,1
Jason RT Bond,1
BattleByte,1
Super63,1
"Byte-UP Co., ltd.",1
Admax Game,1
Kristen Cheely,1
UNIT9,1
Pwnee Studios,1
Jon Harwood Creations LLC,1
Helsinki Noir,1
Homemade Games,1
ZigZag Soft,1
Metalhead Software Inc.,1
Giant Enemy Labs,1
DeanForge,1
Reminisce,1
winterworks GmbH,1
Pidroh,1
Everything Unlimited Ltd.,1
Elev8 Games,1
Them Games,1
Disparity Games,1
Strangely Interactive Ltd,1
Praxia Entertainment Inc,1
Wolfiesoft,1
Poisson Rouge Interactica ltd,1
"MidBoss, LLC., AGM PLAYISM",1
Webrox,1
The Net Champs,1
Grandpa Pixel,1
4Realms,1
Team Monkey,1
Switchblade Monkeys Entertainment,1
Caustic Creative,1
Lost Spell,1
"Wicked Witch Software (Steam), Tru Blu Games",1
Dreamsite Games,1
Level Eight AB,1
Special Circumstances,1
Royal Troupe,1
Invoker Studios,1
Animation Catalyst,1
© 2015 Alternative Software Ltd.,1
Julia Games,1
"Adventure Productions, KISS ltd",1
Fastermind Games,1
Orator Games,1
studiocime,1
Subworld,1
Grizzly Wolf Games LLC,1
Lag Studios,1
West Coast Software,1
Dysotek,1
Wildgrass,1
Lukas Navratil,1
Double Damage Games,1
"Games by Robert, LLC",1
JhonGames,1
Madruga Works,1
Nordic Legacy,1
Anarchy Interactive,1
Ground Shatter,1
Dominique Grieshofer,1
EpicHouse Studios LLC,1
Jamhammer Games Inc.,1
Devespresso Games,1
Synter Games,1
Michael Porter,1
Shit-Happens-Software,1
Stellar Jay Studios,1
Lord Puggington Games,1
iconical Ltd.,1
GG-Works,1
Sigtrap Games,1
"Machineman1357, Phanom Games",1
Art-Pulsar,1
Evil Aliens,1
Zadzen Games Ltd.,1
DolaSoft,1
Fivang,1
Tisnart,1
Denis Lapiner,1
SimaGames,1
TBDTS Games,1
K Monkey,1
Hoven Indies,1
EpicQuest Games,1
Garage Monkey Studio,1
Hangonit,1
Killer Teapot Games,1
Ginger Labs LLC,1
Newfa Games,1
Bloodshadow Games,1
Duct Tape Games,1
5 Lives Studios,1
Underdog Games,1
Parabox Games,1
MK game production,1
Asteroid Base,1
Serellan LLC,1
Frostcloud Studios,1
Viva Meda,1
Baller Industries,1
storm_sharks,1
NLB project,1
Phanom Games,1
Crank Goblin,1
"Sega, Feral Interactive (Mac), Feral Interactive (Linux)",1
WhackAKey Games,1
marbenx,1
Studio Eres,1
"Dimecoin Games, LLC",1
OMNIDREAM CREATIONS SRL,1
Physmo,1
Rodaja,1
Kraftix Games,1
Myra D'Ann,1
TechSmith Corporation,1
Toy Temp,1
Crimson Owl Studios,1
Spawn Point,1
CAT IN JAR GAMES,1
ATLUS,1
ColePowered Games,1
Targhen Games,1
Secret Tunnel Entertainment,1
Studio TeamShuriken,1
Pezomi,1
One Man Band Games,1
Fingertip Games UK,1
SnowBiteGames,1
Adam Mowery,1
Punk Games Studio,1
4Bit Games,1
"Gamieon, Inc.",1
Mason Lindroth,1
Protomni Multimedia,1
Vogelsap,1
"Green Man Gaming Publishing, Good Catch Games",1
Nefarious Dimensions Inc.,1
RigIT,1
ELYLAND  INVESTMENT COMPANY,1
HYPYRYL,1
Seattletek,1
insayn,1
Aslan Game Studio,1
Team Eleven Eleven,1
Studios iLLOGIKA,1
"RMM Studios, LLC",1
Davioware and Quazi,1
Sonic Sloth,1
Hunter Hamster,1
Erik Svedäng AB,1
Gameware Studios,1
"Nightdive Studios, Hard Disk Publishing",1
8D Studio,1
Hexdragonal Games,1
WARTEAM,1
A.J Starkey Enterprises,1
Thorngames,1
Owlnight,1
Ballistic Frogs,1
Vision Riders Entertainment,1
Devovler Digital,1
Touchfight Games LLC,1
Odd Comet Games,1
VoidMain Studios,1
Quandary Solutions LTD,1
Jake Huhman,1
Gentlemen in Tuxedos,1
Duckvalley Productions,1
BBEW BBEW LLC,1
Sluggerfly,1
Virtual Basement LLC,1
Scherrer Medien GmbH,1
zemaGamez,1
Sam Barlow,1
Outerminds Inc.,1
"MindBlocks Studio, LLC",1
"Armor Games Studios, PestoForce",1
Abrupt Games,1
GuGames Development,1
Split Polygon,1
Droog71,1
Manyland,1
Samaritan Studios,1
"Gergely Zsolnay, Richard Markos",1
TEAM101,1
All Civilized Planets,1
Subspace Continuum,1
Fabraz,1
Proteus Pixel,1
Dark-Spot Studio,1
Erotes Studio,1
Prism Game Studios Ltd.,1
Small Town Studios,1
Games4Kids,1
Wolf Ray Studios,1
Afterthought LLC,1
LW Games,1
Xander's Corgi Arcade,1
Retrocade.net,1
Chronicle Bench,1
Triskell Interactive,1
Dwarves Might Fly,1
Crows Crows Crows,1
Turning Wheel LLC,1
GDT Limited,1
PlayWay S. A.,1
Bulkhead Studios Corporation,1
CastleAbra Studios,1
Nexon Europe,1
Shark Tree Studios,1
FlexileStudio,1
Nordic Mist Games,1
"Berserk Games, Skybound Interactive",1
Sketchy Logic,1
D-Games,1
7 Soft Pillows,1
Minindustries Game Factory,1
Spooky Cat,1
Spooky Star,1
Librarium Studios,1
Xtase Studios,1
practicing01,1
Roaming Ground Studio,1
Redbana Corporation,1
TicToc Games,1
Fully Bugged,1
Stygian Software,1
Stoneworks Games,1
OlderBytes,1
Queen Birdface Productions,1
Offworld Industries,1
Holy Priest,1
"Ravenscourt, PlayWay Inc",1
Axel Shokk,1
Flightless,1
Cliax Games,1
KIXEYE,1
Second Variety Games,1
Mastertech,1
reiti.net,1
Best Gaem Studio,1
Major Games,1
Gnarled Scar Manipulations,1
Scarlet Moon Records,1
Singe Studio,1
Space Boat Studios,1
"Acceleroto, Inc.",1
Tenshu General,1
Estudio Raed Wulf,1
Chris Hopkin,1
"LookAtMyGame, Plug in Digital",1
HCP Games,1
Dinosaur Polo Club,1
AltImage Games,1
Appsolutely Studios,1
KITATUS STUDIOS,1
Tchagata Games,1
Krutovig,1
Digital Media Workshop,1
PillowPigGames,1
Glanderco,1
Paleozoic,1
Aniode,1
Curse Box Studios,1
Displace Media,1
Hesketh Studios,1
LearnDistrict Inc.,1
Zepetto U.S.A. Inc.,1
Overhead Games,1
"Grimm Bros, LLC",1
Extrokold Games,1
Candlelight Studios,1
Gametek Brasil,1
Funselektor Labs Inc.,1
Oliver Keppelmüller,1
ArrowGroundGames,1
Plastic Games,1
Flatline games,1
Game Studio 78,1
"S.F. Bay Studios, Inc.",1
Radiangames,1
Frogsong Studios AB,1
Remal IT,1
The Icehouse,1
SecuritySession.com,1
Kelkafa Studios,1
La Moustache Studio,1
Marmalade Technologies,1
"Dan FitzGerald, Trichotomy",1
Dreamloop Games,1
Vasara Entertainment,1
Stephen Crabb,1
"GrabTheGames, WhisperGames",1
"Addicting Games, Defy Media, LLC",1
Cole Neumann,1
Panic Ensues Software,1
Cornbread Juice Games,1
Very Simple Idea Studios,1
Spearhead,1
Eddy Games,1
Viperante,1
UD,1
Reventador Games,1
Kbros Entertainment,1
Glowstick Entertainment,1
Gaming Cats Studio,1
Robot Loves Kitty,1
Ectoplasm Studio Inc.,1
AweSwan,1
IronDrop Studios,1
Tianyu Studio,1
Rogue Rocket Games,1
Autotivity Entertainment,1
"Vermont Software Studios,LLC",1
Blazing Bit Games,1
Real Dynamics,1
MachineSpirit,1
Valhalla Cats,1
Anima Locus,1
AOS GAME,1
WSONG LLC,1
Wild Wolf Std,1
Jay-Run,1
Thomas Biskup,1
"Merge Games, Tagstar Games, Delirium Studios",1
Hydro Games,1
dark made games,1
Orphic Software,1
MuHa Games,1
Ben 'Yahtzee' Croshaw,1
Solanimus Inc.,1
Baggy Cat,1
NuclearFirecracker,1
DiPi Games,1
378 Publishing LTD,1
The Quinnspiracy,1
KSCM Consulting,1
Yuki,1
ampersandbear,1
Hodeaka Studio,1
Simon Prefontaine,1
Mire Studios,1
ASGames,1
Worthing &amp; Moncrieff,1
Vexel Games,1
"Double Fine Presents, David OReilly",1
Ludeme Games,1
Maschinen-Mensch,1
Treetop Crew,1
Andrey Malyarov,1
DK Productions,1
"BitFinity, Sunken Treasure Games",1
Strobs Canardly,1
Cosmic Cow LLC,1
SuckerFree Games,1
Timbre Interactive,1
StarworkGC,1
Skydome Entertainment,1
Burning Ice Games,1
Bitmen Studios,1
Humdrum Software LLC,1
The Indie Forge,1
Luke O'Connor,1
Force Of Habit,1
Tamationgames,1
Metanet Software Inc.,1
Lizard Factory,1
3 Core Studio,1
Utopia Dream Entertainment Alliance (Pty) Ltd - South Africa,1
Abstract Software Inc.,1
Ramon Mujica,1
Neo Red Entertainment,1
Go Dark Studios,1
batensan,1
Jinsimer Games,1
BABY DUKA,1
Pentavera,1
C3 Games Inc,1
Mr. Sam Atlas,1
Nawka &amp; dtp GbR / otherland,1
Alex Hanson-White,1
Minicore Studios,1
Hidden Nature Design,1
StartUp Studios,1
People Gotta Play,1
Red Tree Studios,1
Reakktor Studios,1
Lemuria,1
Envision Entertainment,1
Stormlord Games,1
Cannibal Panda Studios,1
Eggcode,1
Ink Dragon Works,1
MysticGames,1
Blazing Orb LLC,1
UltraShock Gaming,1
Midnight Games EIRL,1
Matthew Kania,1
Anamik Majumdar,1
Francesco Trovato,1
505 games,1
Dead Shark Triplepunch,1
"Sunstone Games, LLC.",1
Dr Davient,1
Gordon Little,1
"Polynetix Studio, WIWD Development",1
AceGamer Network,1
Brilliant Skies Ltd.,1
"Castle Pixel, LLC.",1
Prospect Games,1
Viktor Chlumský,1
"Prospect Games, Merge Games",1
Ludus Studio,1
Giant Spacekat,1
Commotion Games Pty Ltd,1
"Goblinz Studio, WhisperGames",1
Sceelix,1
Pug &amp; Dragon,1
Devil's Dozen Games,1
Shawn Beck,1
On The Wall Entertainment,1
"Crescent Moon Games, LLC",1
Mustache Games,1
Arational Entertainment,1
Yo_Serjio,1
Grove Comp,1
Spritewrench,1
I Need Play,1
Mateusz Kulis,1
Khud0,1
Jarrah Technology,1
CD Jones,1
Blue Budgie Studios,1
"2K, Aspyr (Mac and Linux)",1
Faria,1
Andreas Britten,1
Toucan Studio,1
Kodama Games,1
Infinitemangastudios,1
Team Murder,1
Peter Valencia,1
Gamestorm Ltd,1
Chashu Entertainment,1
Poppgames,1
Stanton DJ,1
BirchTreeGames,1
Floor59Games,1
Steve Fox,1
Skunk Software,1
Vitaliy Shikhovtsev,1
Studio Saizensen,1
Black Delta,1
Glitchy Pixel,1
University of Huddersfield Enterprises Ltd,1
"Ysbryd Games, WhisperGames",1
Quite Different Mechanics,1
"Full Control, THQ Nordic",1
betaVR,1
Three Phase Interactive Pty Ltd,1
Darkmire Entertainment,1
Elliott Marc Jones,1
Technical Entertainment,1
YFYX games,1
mentics,1
CRACKED PISTON LLC 2014,1
maddma,1
Green127,1
MABManZ,1
Filippo Ceffa,1
"Solidface Technology Inc., SolidFace Parametric CAD Drawing 2D",1
Mateusz Kuliś,1
Demon Wagon Studios,1
Infinitap Games,1
Ian MacLarty,1
Maurice Pape,1
Seen in a Dream,1
Strangely Named Studio,1
Code-Monkeys,1
maasgdev,1
Backstab Games,1
Elijah Newman-Gomez,1
"Retroism, Prism Entertainment",1
"Lightmare Studios, Yodo1 Games",1
Digital Dreams,1
sakevisual,1
Amidos,1
Julian Edison,1
Incandescent Imaging,1
Qwiboo Ltd,1
Wakagana,1
Iridescent Games,1
"SQUARE ENIX, Feral Interactive (Mac)",1
Dynow Studio,1
FX Games Media,1
My Insomnia Presents,1
MediaSpark,1
Frizzank,1
Solved,1
BADLAND INDIE,1
polynation games ltd,1
Scoria Studios,1
Funatics Software,1
Proficient City,1
Hooligans Entertainment,1
Hostel Games,1
Vine,1
tso,1
Ocelot Society,1
Gamecosm,1
"Beijing Xinrun Technology Co.,Ltd",1
Mass Creation,1
Curious Panda Games,1
Vaclav Hudec,1
Nominia Ltd,1
Another Reality,1
Zuakate Games,1
"Frogames, indienova",1
GKT Studios Entertainment,1
Super Puzzle Studios,1
nocanwin,1
Nerf Game Co. Ltd.,1
Mad Vulture Games,1
Rocky Hong,1
Rumbic Inc,1
Max Apps LLC,1
Mystic Bit LLC,1
Ready Play Games,1
Interplay Corp,1
RandomBeats Music,1
Different Tuna,1
G21 Studio,1
Black Sword Entertainment,1
Jorge Giner Cordero,1
Gentleman Squid Studio,1
Wee Free Studio,1
"2K, Aspyr (Mac)",1
"Oovee® Game Studios, IMGN.PRO",1
Hexecutable,1
petraguardsoftware.com,1
Kristjan Skutta,1
Hammer Labs,1
Insanity Games,1
Gamesoft,1
Juicy Beast Studio,1
Bat Byte,1
Krafted Games,1
Cacti Council,1
biple_kfp,1
Dialogue Design,1
"No, You Shut Up Inc.",1
Joe Censored Games,1
7TPGames,1
Giant Box Games,1
Wild Guess Software,1
"Power Up to Maximum, Liens",1
AMS Game Development Association,1
Grigory Everstov,1
Dreamworlds,1
Phenomenon Games,1
Ferocity 2D,1
Lost Mountain,1
Wild Planet Studio,1
Mysteria Studio,1
Binary Takeover,1
Dovetail Games- Flight,1
Sparpweed,1
Magnetic Realms,1
What The Fantastic Games Group,1
Genee Network,1
Dumbfounded,1
Tonka3D,1
Umbu Games,1
971 Games,1
Nuked Cockroach,1
Meat Name Games Ltd,1
Pavel Bulatov,1
Matt Glanville,1
Sad Panda Studios,1
Marcos Dumont,1
M.BonKov,1
Cunning Force Games,1
Grey Wizard Innovative,1
Openland Design,1
"Artix Entertainment, LLC",1
Vector Games,1
Apus Software,1
Allusio,1
Stardale Studio,1
Conch Entertainment Corporation,1
Georgy Topalo,1
Considerable Content,1
"Redshift Media, Sparpweed",1
Canu Arts,1
Space Lizard Studio LTD,1
Bloodmane Interactive,1
Dime Studios,1
Section Studios,1
Touz,1
Kirklight Games,1
SIA Next Level,1
3D Avenue,1
Illeris,1
JForce Games,1
Antti Vaihia,1
Alfred Lam,1
Monkey Stories,1
Maverick Games,1
LLC Intenzibne,1
Paul Schneider,1
Room 8 Studio,1
ComonGames,1
Salty Sloth Studios L.L.C.,1
Herbi Games,1
WindLimit,1
Ionising Software,1
Dan Walters,1
Fantogame,1
Rutony Studio,1
Hikergames,1
"Masthead Studios Ltd, Thegamewallstudios, Gamigo AG",1
Stegersaurus Software Inc.,1
Ape Law,1
N-soft,1
e-Solution,1
Apparition Games,1
cbritez,1
PileOfCrab,1
Rampant Games,1
Big Daddy's Creations,1
Electronic Experience,1
Ward Dehairs,1
Deckpoint Studio,1
Serious Tangents,1
ION M.G LTD,1
Dawid Bujak,1
JoqLePecheur,1
RoKo0 (Roman Konyukhov),1
"ApathyWorks, LLC",1
Rocktastic Games,1
I Fight Bears,1
Vivid Games S.A.,1
Brad Moore,1
+7 Software,1
FIREBEAST,1
AMIDEA Games,1
Calepin Studio,1
Elcaelum,1
biplekfp,1
C-DRIVE MEDIA ART,1
Pyrosphere,1
Mariano Larronde,1
The Sun Will Rise Team,1
Max Indie Games,1
NEOTOKYO [MOD],1
Slick Entertainment Inc.,1
Trickster Face,1
Michał Głowacki,1
Refactored Games OÜ,1
Helmet Games,1
Sebastian Schöner,1
SIM720 LIMITED,1
Morgopolis Studios,1
Teyon,1
"Moonshark, Inc.",1
aresarx,1
Poetic Justice Studios,1
Aperture Tag Team,1
ViWo Games,1
Cape of Games LLC,1
Spellbind Studios,1
Mega Dwarf Inc.,1
Brain&amp;Brain,1
WG Labs,1
"Rockin Android, Rockin' Android",1
Thought,1
Clewcat Games,1
4PM GAME,1
Fork Particle Games,1
Dejima,1
Wronghut,1
Essence Ltd.,1
BME Digital Studios,1
Icetesy SPRL,1
Flix Interactive,1
"Prism Entertainment, Retroism",1
Vibe Avenue,1
Mega Boss Game Studio,1
Zanrai Interactive,1
Pixel vs Pixel,1
Afrobeast PTY. LTD.,1
Black Dog,1
"Plug In Digital, Moving Player",1
Atelier 801,1
Lazy Bum Games,1
"CyberLink , Koach Media",1
Spiderling Studios,1
"FleetCOMM Technologies LLC, Rogue Star Games",1
CrackerJack Games,1
Lazy Games Studio Ltd,1
Ivy Games,1
"Ian Martin, Retrolutionary.com",1
Mythyn Interactive,1
Vital Games Ltd,1
"Behtam Developer, UK VENUS",1
takk,1
Thorsten Schleinzer,1
Playboom,1
Enlightened Games,1
GamingVNetwork,1
Squirrelbot Games,1
Hunter Software Pty Ltd Australia,1
Tiny Horse Games,1
Timeless Games,1
Piranaking,1
erobotan,1
FarrugiaSoft,1
U&amp;I Entertainment,1
"MindShaft Games, LLC.",1
"Manuel Pazos, Daniel Celemín",1
UAA Software,1
HappyGiant,1
Resilient Games Ltd.,1
Squatting Penguins,1
"Zanza Studios, LLC.",1
"Vex Studios, LLC",1
Spiral Summit Games,1
Neognosis,1
BSK Games,1
Brainy Studio LLC,1
StephenAllen,1
"A &amp; B Game Studios, LLC",1
Nexeon Studios,1
"Angry Hangar Games, LLC",1
Gameguyz,1
Happy Tuesday,1
ByteTrail Software,1
Yusuke Uemura,1
Lost Fables,1
Zut Games,1
War Drum Studios,1
Dmitry,1
SiChris Productions,1
Brothers Flint,1
"Thiemo Bolder, ONEMANGAMES",1
Stellar Jockeys,1
Hitpoint Games Ltd.,1
Torii-Games,1
Suits &amp; Sandals,1
AVE,1
Raxi Petrov,1
Memorazer Production,1
amulware,1
PHL Collective,1
DFour Games,1
Reentry Games,1
Gray Fin Studios,1
Good Vibration Games,1
rdt.32,1
Matterhorn Software LTD,1
HellconX™,1
Fourinon union,1
Носков Сергей,1
Demigiant,1
Indie Game - None,1
"The Dirigiballers, LLC",1
Tagunda LLC,1
Zeke Virant,1
House of Wire,1
Last Quarter Studios,1
CyberphobX,1
Minion Productions Inc.,1
Backward pieS,1
Hydrant Games,1
The Conjurer's Tower,1
Amethyst Quarter,1
Red Head Games,1
DesktopPaints,1
"Adventure Mob, Corbomite Games",1
TeraBit Software,1
Anteater Games,1
Jason Free,1
Daniel Kim,1
Dancing Developers,1
Abstract Tree Studio,1
Kokua Games,1
Bubble Head Games,1
LigaGamesStudio,1
Ellada Games,1
Gatling Goat Studios,1
Lisa Voronova,1
Nebula Interactive,1
TBA Games,1
Battlebard Games,1
Firehawk Studios,1
Jonathan BRASSAUD,1
Christian Reuter,1
HyperDrive Games,1
GP Games,1
Iridium Studios,1
OGPlanet,1
Bohfam,1
T.G.S. TRUE GAMES STUDIO LIMITED,1
"Flyhigh Works, CIRCLE Entertainment",1
SIGONO INC.,1
Antanas Marcelionis,1
Relative Games,1
Crowbox,1
"Anteater Games, BindleBot",1
Fluxscopic Ltd.,1
82 Apps,1
Volumetric Games,1
Fenghuang Game,1
Moon Spider Studio,1
Matthias Magnussen,1
Dualhaze,1
Runestone Games Limited,1
BatCat Games,1
Jean-Baptiste Simillon,1
Membraine Studios,1
Calenture Remedy Ltd,1
Ignition Games Inc.,1
SmashRiot LLC,1
treeform,1
Rainbow Goats Studio,1
Sundae Factory,1
exoa,1
Anothink,1
"BANDAI NAMCO Entertainment, Slightly Mad Studios",1
Brain and Nerd Ltd,1
Winch Gate Property Limited,1
NA,1
NoPub,1
Pinterac,1
Running Pillow,1
Total Monkery,1
Alex Jedraszczak,1
Payload Studios,1
Gentle Ghouls,1
314 Arts,1
EDEVOX,1
Minddesk Software GmbH,1
Sergey Marchenko,1
Edd Coast,1
Bouchard Industries,1
